exception_id,run_id,run_date,report_name,source_system,location_id,region,division,exception_type,severity,owner_group,age_days,status,resolution_hours,requires_field_followup
EXC-000838,RUN-001726,2026-02-06,Daily Incident Intake,Safety Logic,LOC-1045,Southeast,Fire Protection,unmapped_employee_partner,medium,Field Safety Lead,4,closed,50.9,True
EXC-000839,RUN-001727,2026-02-06,Daily Incident Intake,Safety Logic,LOC-1004,Great Lakes,First Aid & Safety,missing_completion_date,medium,Field Safety Lead,9,closed,67.1,False
EXC-000840,RUN-001728,2026-02-06,Daily Incident Intake,Safety Logic,LOC-1052,South Central,First Aid & Safety,missing_completion_date,high,Field Safety Lead,13,closed,119.9,False
EXC-000841,RUN-001729,2026-02-06,Daily Incident Intake,Safety Logic,LOC-1042,Southeast,First Aid & Safety,open_corrective_action,medium,Field Safety Lead,5,closed,35.7,True
EXC-000842,RUN-001732,2026-02-06,Daily Incident Intake,Safety Logic,LOC-1058,South Central,Facility Services,open_corrective_action,medium,Corporate Safety,5,closed,50.9,True
EXC-000843,RUN-001733,2026-02-07,Daily Incident Intake,Safety Logic,LOC-1046,Southeast,Facility Services,missing_completion_date,low,Corporate Safety,6,open,,False
EXC-000844,RUN-001735,2026-02-07,Daily Incident Intake,Safety Logic,LOC-1044,Southeast,Fire Protection,missing_completion_date,medium,Vendor Coordinator,11,closed,102.1,False
EXC-000845,RUN-001737,2026-02-07,Daily Incident Intake,Safety Logic,LOC-1043,Southeast,Fire Protection,open_corrective_action,medium,Data Steward,5,open,,True
EXC-000846,RUN-001743,2026-02-07,Daily Incident Intake,Safety Logic,LOC-1018,Midwest,First Aid & Safety,missing_completion_date,medium,Data Steward,1,closed,29.2,False
EXC-000847,RUN-001744,2026-02-07,Daily Incident Intake,Safety Logic,LOC-1041,Southeast,First Aid & Safety,open_corrective_action,high,Data Steward,8,closed,77.3,True
EXC-000848,RUN-001746,2026-02-07,Daily Incident Intake,Safety Logic,LOC-1005,Great Lakes,First Aid & Safety,open_corrective_action,medium,Data Steward,7,closed,79.4,True
EXC-000849,RUN-001748,2026-02-07,Daily Incident Intake,Safety Logic,LOC-1038,Southeast,Uniform Rental,late_source_extract,medium,Vendor Coordinator,2,closed,22.1,False
EXC-000850,RUN-001749,2026-02-07,Daily Incident Intake,Safety Logic,LOC-1007,Great Lakes,Fire Protection,open_corrective_action,medium,Corporate Safety,9,open,,True
EXC-000851,RUN-001750,2026-02-07,Daily Incident Intake,Safety Logic,LOC-1072,West,Facility Services,late_source_extract,high,Vendor Coordinator,8,closed,80.5,False
EXC-000852,RUN-001750,2026-02-07,Daily Incident Intake,Safety Logic,LOC-1072,West,Facility Services,missing_completion_date,critical,Vendor Coordinator,6,open,,False
EXC-000853,RUN-001751,2026-02-07,Daily Incident Intake,Safety Logic,LOC-1048,Southeast,Facility Services,missing_location_id,low,Corporate Safety,7,closed,77.6,False
EXC-000854,RUN-001751,2026-02-07,Daily Incident Intake,Safety Logic,LOC-1048,Southeast,Facility Services,rollout_training_gap,medium,Corporate Safety,9,closed,76.9,True
EXC-000855,RUN-001751,2026-02-07,Daily Incident Intake,Safety Logic,LOC-1048,Southeast,Facility Services,unmapped_employee_partner,high,Data Steward,8,closed,73.4,True
EXC-000856,RUN-001752,2026-02-07,Daily Incident Intake,Safety Logic,LOC-1022,Midwest,Facility Services,late_source_extract,medium,Field Safety Lead,2,closed,51.6,False
EXC-000857,RUN-001755,2026-02-07,Daily Incident Intake,Safety Logic,LOC-1055,South Central,Fire Protection,invalid_vendor_credential,medium,Corporate Safety,9,open,,False
EXC-000858,RUN-001759,2026-02-07,Daily Incident Intake,Safety Logic,LOC-1033,Northeast,Fire Protection,late_source_extract,medium,Data Steward,9,closed,101.8,False
EXC-000859,RUN-001761,2026-02-07,Daily Incident Intake,Safety Logic,LOC-1042,Southeast,First Aid & Safety,unmapped_employee_partner,low,Data Steward,4,open,,True
EXC-000860,RUN-001764,2026-02-07,Daily Incident Intake,Safety Logic,LOC-1056,South Central,Fire Protection,unmapped_employee_partner,medium,Data Steward,7,closed,59.5,True
EXC-000861,RUN-001765,2026-02-08,Daily Incident Intake,Safety Logic,LOC-1026,Northeast,Uniform Rental,unmapped_employee_partner,medium,Vendor Coordinator,2,closed,27.9,True
EXC-000862,RUN-001767,2026-02-08,Daily Incident Intake,Safety Logic,LOC-1048,Southeast,Facility Services,duplicate_incident_key,critical,Data Steward,9,closed,113.2,False
EXC-000863,RUN-001768,2026-02-08,Daily Incident Intake,Safety Logic,LOC-1002,Great Lakes,Uniform Rental,missing_completion_date,critical,Data Steward,11,open,,False
EXC-000864,RUN-001775,2026-02-08,Daily Incident Intake,Safety Logic,LOC-1022,Midwest,Facility Services,invalid_vendor_credential,low,Data Steward,17,closed,133.2,False
EXC-000865,RUN-001776,2026-02-08,Daily Incident Intake,Safety Logic,LOC-1018,Midwest,First Aid & Safety,open_corrective_action,medium,Data Steward,9,closed,90.3,True
EXC-000866,RUN-001779,2026-02-08,Daily Incident Intake,Safety Logic,LOC-1058,South Central,Facility Services,unmapped_employee_partner,low,Vendor Coordinator,8,closed,78.8,True
EXC-000867,RUN-001781,2026-02-08,Daily Incident Intake,Safety Logic,LOC-1068,West,Fire Protection,missing_location_id,medium,Vendor Coordinator,1,closed,36.4,False
EXC-000868,RUN-001786,2026-02-09,Daily Incident Intake,Safety Logic,LOC-1009,Great Lakes,Fire Protection,unmapped_employee_partner,medium,Data Steward,1,closed,38.4,True
EXC-000869,RUN-001787,2026-02-09,Daily Incident Intake,Safety Logic,LOC-1015,Midwest,Uniform Rental,invalid_vendor_credential,medium,Vendor Coordinator,7,closed,76.3,False
EXC-000870,RUN-001796,2026-02-09,Daily Incident Intake,Safety Logic,LOC-1072,West,Facility Services,duplicate_incident_key,high,Data Steward,5,open,,False
EXC-000871,RUN-001802,2026-02-09,Daily Incident Intake,Safety Logic,LOC-1024,Midwest,Facility Services,invalid_vendor_credential,high,Corporate Safety,6,open,,False
EXC-000872,RUN-001802,2026-02-09,Daily Incident Intake,Safety Logic,LOC-1024,Midwest,Facility Services,missing_location_id,high,Vendor Coordinator,16,open,,False
EXC-000873,RUN-001805,2026-02-09,Daily Incident Intake,Safety Logic,LOC-1071,West,Facility Services,unmapped_employee_partner,medium,Data Steward,1,open,,True
EXC-000874,RUN-001805,2026-02-09,Daily Incident Intake,Safety Logic,LOC-1071,West,Facility Services,open_corrective_action,high,Corporate Safety,19,closed,134.4,True
EXC-000875,RUN-001807,2026-02-09,Daily Incident Intake,Safety Logic,LOC-1033,Northeast,Fire Protection,invalid_vendor_credential,medium,Field Safety Lead,7,closed,58.5,False
EXC-000876,RUN-001809,2026-02-09,Daily Incident Intake,Safety Logic,LOC-1030,Northeast,First Aid & Safety,duplicate_incident_key,medium,Corporate Safety,4,closed,54.8,False
EXC-000877,RUN-001812,2026-02-09,Daily Incident Intake,Safety Logic,LOC-1040,Southeast,First Aid & Safety,duplicate_incident_key,high,Corporate Safety,10,open,,False
EXC-000878,RUN-001815,2026-02-09,Weekly Exception Review,Safety Logic,LOC-1058,South Central,Facility Services,missing_location_id,critical,Data Steward,5,closed,69.6,False
EXC-000879,RUN-001818,2026-02-09,Weekly Exception Review,Safety Logic,LOC-1011,Great Lakes,Facility Services,late_source_extract,medium,Corporate Safety,2,closed,20.9,False
EXC-000880,RUN-001822,2026-02-09,Weekly Exception Review,Safety Logic,LOC-1048,Southeast,Facility Services,late_source_extract,medium,Data Steward,4,closed,43.5,False
EXC-000881,RUN-001823,2026-02-09,Weekly Exception Review,Safety Logic,LOC-1068,West,Fire Protection,unmapped_employee_partner,low,Corporate Safety,8,closed,94.0,True
EXC-000882,RUN-001823,2026-02-09,Weekly Exception Review,Safety Logic,LOC-1068,West,Fire Protection,unmapped_employee_partner,medium,Data Steward,6,closed,63.3,True
EXC-000883,RUN-001824,2026-02-09,Weekly Exception Review,Safety Logic,LOC-1033,Northeast,Fire Protection,late_source_extract,medium,Field Safety Lead,2,open,,False
EXC-000884,RUN-001829,2026-02-09,Weekly Exception Review,Safety Logic,LOC-1007,Great Lakes,Fire Protection,missing_location_id,medium,Field Safety Lead,5,closed,65.5,False
EXC-000885,RUN-001832,2026-02-09,Weekly Exception Review,Safety Logic,LOC-1061,West,Uniform Rental,late_source_extract,medium,Field Safety Lead,4,closed,41.8,False
EXC-000886,RUN-001833,2026-02-09,Weekly Exception Review,Safety Logic,LOC-1057,South Central,Fire Protection,open_corrective_action,low,Field Safety Lead,6,closed,62.4,True
EXC-000887,RUN-001837,2026-02-09,Weekly Exception Review,Safety Logic,LOC-1046,Southeast,Facility Services,late_source_extract,high,Vendor Coordinator,6,closed,66.7,False
EXC-000888,RUN-001844,2026-02-09,Contractor Compliance Snapshot,ISN,LOC-1054,South Central,First Aid & Safety,missing_location_id,medium,Vendor Coordinator,3,closed,53.1,False
EXC-000889,RUN-001845,2026-02-09,Contractor Compliance Snapshot,ISN,LOC-1027,Northeast,Uniform Rental,open_corrective_action,critical,Field Safety Lead,9,open,,True
EXC-000890,RUN-001846,2026-02-09,Contractor Compliance Snapshot,ISN,LOC-1067,West,Fire Protection,missing_completion_date,medium,Field Safety Lead,10,closed,90.5,False
EXC-000891,RUN-001846,2026-02-09,Contractor Compliance Snapshot,ISN,LOC-1067,West,Fire Protection,rollout_training_gap,low,Field Safety Lead,2,closed,33.2,True
EXC-000892,RUN-001847,2026-02-09,Contractor Compliance Snapshot,ISN,LOC-1015,Midwest,Uniform Rental,late_source_extract,low,Field Safety Lead,2,closed,19.0,False
EXC-000893,RUN-001847,2026-02-09,Contractor Compliance Snapshot,ISN,LOC-1015,Midwest,Uniform Rental,late_source_extract,medium,Vendor Coordinator,1,closed,42.0,False
EXC-000894,RUN-001847,2026-02-09,Contractor Compliance Snapshot,ISN,LOC-1015,Midwest,Uniform Rental,duplicate_incident_key,medium,Data Steward,7,open,,False
EXC-000895,RUN-001851,2026-02-09,Contractor Compliance Snapshot,ISN,LOC-1049,South Central,Uniform Rental,open_corrective_action,high,Vendor Coordinator,10,closed,91.0,True
EXC-000896,RUN-001851,2026-02-09,Contractor Compliance Snapshot,ISN,LOC-1049,South Central,Uniform Rental,missing_completion_date,medium,Field Safety Lead,3,closed,48.5,False
EXC-000897,RUN-001859,2026-02-09,Contractor Compliance Snapshot,ISN,LOC-1020,Midwest,Fire Protection,invalid_vendor_credential,medium,Data Steward,2,open,,False
EXC-000898,RUN-001862,2026-02-09,Chemical SDS Coverage,MSDS,LOC-1001,Great Lakes,Uniform Rental,invalid_vendor_credential,medium,Data Steward,2,open,,False
EXC-000899,RUN-001869,2026-02-09,Chemical SDS Coverage,MSDS,LOC-1061,West,Uniform Rental,rollout_training_gap,critical,Corporate Safety,6,closed,50.7,True
EXC-000900,RUN-001869,2026-02-09,Chemical SDS Coverage,MSDS,LOC-1061,West,Uniform Rental,open_corrective_action,low,Field Safety Lead,3,open,,True
EXC-000901,RUN-001872,2026-02-09,Chemical SDS Coverage,MSDS,LOC-1028,Northeast,First Aid & Safety,missing_location_id,high,Field Safety Lead,13,closed,87.6,False
EXC-000902,RUN-001879,2026-02-09,Chemical SDS Coverage,MSDS,LOC-1071,West,Facility Services,rollout_training_gap,high,Field Safety Lead,12,closed,75.1,True
EXC-000903,RUN-001879,2026-02-09,Chemical SDS Coverage,MSDS,LOC-1071,West,Facility Services,invalid_vendor_credential,low,Corporate Safety,5,closed,63.4,False
EXC-000904,RUN-001880,2026-02-09,Chemical SDS Coverage,MSDS,LOC-1011,Great Lakes,Facility Services,unmapped_employee_partner,medium,Corporate Safety,8,closed,90.6,True
EXC-000905,RUN-001881,2026-02-09,Chemical SDS Coverage,MSDS,LOC-1054,South Central,First Aid & Safety,invalid_vendor_credential,medium,Data Steward,1,closed,36.9,False
EXC-000906,RUN-001882,2026-02-09,Chemical SDS Coverage,MSDS,LOC-1007,Great Lakes,Fire Protection,late_source_extract,medium,Corporate Safety,3,closed,47.4,False
EXC-000907,RUN-001882,2026-02-09,Chemical SDS Coverage,MSDS,LOC-1007,Great Lakes,Fire Protection,invalid_vendor_credential,medium,Corporate Safety,10,closed,76.9,False
EXC-000908,RUN-001883,2026-02-09,Chemical SDS Coverage,MSDS,LOC-1023,Midwest,Facility Services,missing_completion_date,high,Vendor Coordinator,5,closed,51.9,False
EXC-000909,RUN-001887,2026-02-09,Chemical SDS Coverage,MSDS,LOC-1058,South Central,Facility Services,late_source_extract,medium,Field Safety Lead,4,closed,49.6,False
EXC-000910,RUN-001887,2026-02-09,Chemical SDS Coverage,MSDS,LOC-1058,South Central,Facility Services,unmapped_employee_partner,medium,Vendor Coordinator,11,open,,True
EXC-000911,RUN-001893,2026-02-09,Chemical SDS Coverage,MSDS,LOC-1062,West,Uniform Rental,duplicate_incident_key,high,Corporate Safety,13,open,,False
EXC-000912,RUN-001895,2026-02-09,Chemical SDS Coverage,MSDS,LOC-1004,Great Lakes,First Aid & Safety,missing_location_id,medium,Field Safety Lead,9,open,,False
EXC-000913,RUN-001896,2026-02-09,PPE Readiness Tracker,PICS,LOC-1045,Southeast,Fire Protection,open_corrective_action,low,Vendor Coordinator,2,closed,28.8,True
EXC-000914,RUN-001896,2026-02-09,PPE Readiness Tracker,PICS,LOC-1045,Southeast,Fire Protection,missing_location_id,medium,Corporate Safety,7,open,,False
EXC-000915,RUN-001898,2026-02-09,PPE Readiness Tracker,PICS,LOC-1014,Midwest,Uniform Rental,late_source_extract,medium,Corporate Safety,3,open,,False
EXC-000916,RUN-001901,2026-02-09,PPE Readiness Tracker,PICS,LOC-1028,Northeast,First Aid & Safety,rollout_training_gap,medium,Data Steward,2,open,,True
EXC-000917,RUN-001903,2026-02-09,PPE Readiness Tracker,PICS,LOC-1067,West,Fire Protection,duplicate_incident_key,low,Vendor Coordinator,1,closed,28.7,False
EXC-000918,RUN-001904,2026-02-09,PPE Readiness Tracker,PICS,LOC-1013,Midwest,Uniform Rental,invalid_vendor_credential,low,Data Steward,1,open,,False
EXC-000919,RUN-001909,2026-02-09,PPE Readiness Tracker,PICS,LOC-1065,West,First Aid & Safety,late_source_extract,medium,Field Safety Lead,3,closed,36.6,False
EXC-000920,RUN-001909,2026-02-09,PPE Readiness Tracker,PICS,LOC-1065,West,First Aid & Safety,invalid_vendor_credential,medium,Data Steward,3,closed,38.5,False
EXC-000921,RUN-001913,2026-02-09,PPE Readiness Tracker,PICS,LOC-1006,Great Lakes,First Aid & Safety,late_source_extract,medium,Corporate Safety,8,open,,False
EXC-000922,RUN-001915,2026-02-09,PPE Readiness Tracker,PICS,LOC-1007,Great Lakes,Fire Protection,rollout_training_gap,medium,Field Safety Lead,9,closed,69.2,True
EXC-000923,RUN-001916,2026-02-09,PPE Readiness Tracker,PICS,LOC-1024,Midwest,Facility Services,open_corrective_action,medium,Field Safety Lead,8,closed,78.5,True
EXC-000924,RUN-001916,2026-02-09,PPE Readiness Tracker,PICS,LOC-1024,Midwest,Facility Services,rollout_training_gap,low,Field Safety Lead,1,closed,36.4,True
EXC-000925,RUN-001918,2026-02-09,PPE Readiness Tracker,PICS,LOC-1033,Northeast,Fire Protection,late_source_extract,low,Corporate Safety,0,closed,53.3,False
EXC-000926,RUN-001920,2026-02-09,PPE Readiness Tracker,PICS,LOC-1010,Great Lakes,Facility Services,unmapped_employee_partner,medium,Corporate Safety,2,closed,51.3,True
EXC-000927,RUN-001920,2026-02-09,PPE Readiness Tracker,PICS,LOC-1010,Great Lakes,Facility Services,open_corrective_action,low,Data Steward,1,closed,56.4,True
EXC-000928,RUN-001922,2026-02-09,PPE Readiness Tracker,PICS,LOC-1020,Midwest,Fire Protection,missing_location_id,low,Vendor Coordinator,3,closed,58.2,False
EXC-000929,RUN-001922,2026-02-09,PPE Readiness Tracker,PICS,LOC-1020,Midwest,Fire Protection,missing_completion_date,high,Corporate Safety,5,closed,48.3,False
EXC-000930,RUN-001924,2026-02-09,PPE Readiness Tracker,PICS,LOC-1063,West,Uniform Rental,unmapped_employee_partner,medium,Vendor Coordinator,7,open,,True
EXC-000931,RUN-001925,2026-02-09,PPE Readiness Tracker,PICS,LOC-1053,South Central,First Aid & Safety,missing_completion_date,high,Data Steward,8,open,,False
EXC-000932,RUN-001928,2026-02-10,Daily Incident Intake,Safety Logic,LOC-1018,Midwest,First Aid & Safety,missing_completion_date,low,Vendor Coordinator,8,closed,94.8,False
EXC-000933,RUN-001929,2026-02-10,Daily Incident Intake,Safety Logic,LOC-1027,Northeast,Uniform Rental,open_corrective_action,high,Corporate Safety,6,open,,True
EXC-000934,RUN-001929,2026-02-10,Daily Incident Intake,Safety Logic,LOC-1027,Northeast,Uniform Rental,duplicate_incident_key,medium,Data Steward,1,closed,15.0,False
EXC-000935,RUN-001942,2026-02-10,Daily Incident Intake,Safety Logic,LOC-1028,Northeast,First Aid & Safety,rollout_training_gap,low,Data Steward,1,open,,True
EXC-000936,RUN-001943,2026-02-10,Daily Incident Intake,Safety Logic,LOC-1024,Midwest,Facility Services,open_corrective_action,critical,Vendor Coordinator,7,open,,True
EXC-000937,RUN-001952,2026-02-11,Daily Incident Intake,Safety Logic,LOC-1054,South Central,First Aid & Safety,open_corrective_action,medium,Vendor Coordinator,4,closed,53.7,True
EXC-000938,RUN-001953,2026-02-11,Daily Incident Intake,Safety Logic,LOC-1031,Northeast,Fire Protection,missing_location_id,medium,Data Steward,8,closed,66.4,False
EXC-000939,RUN-001953,2026-02-11,Daily Incident Intake,Safety Logic,LOC-1031,Northeast,Fire Protection,rollout_training_gap,medium,Vendor Coordinator,5,closed,58.9,True
EXC-000940,RUN-001954,2026-02-11,Daily Incident Intake,Safety Logic,LOC-1007,Great Lakes,Fire Protection,unmapped_employee_partner,high,Vendor Coordinator,5,closed,45.5,True
EXC-000941,RUN-001960,2026-02-11,Daily Incident Intake,Safety Logic,LOC-1022,Midwest,Facility Services,open_corrective_action,medium,Corporate Safety,1,closed,41.7,True
EXC-000942,RUN-001960,2026-02-11,Daily Incident Intake,Safety Logic,LOC-1022,Midwest,Facility Services,open_corrective_action,high,Field Safety Lead,14,closed,118.5,True
EXC-000943,RUN-001963,2026-02-11,Daily Incident Intake,Safety Logic,LOC-1046,Southeast,Facility Services,missing_completion_date,critical,Corporate Safety,6,closed,48.1,False
EXC-000944,RUN-001963,2026-02-11,Daily Incident Intake,Safety Logic,LOC-1046,Southeast,Facility Services,unmapped_employee_partner,high,Vendor Coordinator,10,open,,True
EXC-000945,RUN-001965,2026-02-11,Daily Incident Intake,Safety Logic,LOC-1018,Midwest,First Aid & Safety,unmapped_employee_partner,medium,Data Steward,9,open,,True
EXC-000946,RUN-001966,2026-02-11,Daily Incident Intake,Safety Logic,LOC-1024,Midwest,Facility Services,late_source_extract,high,Field Safety Lead,10,open,,False
EXC-000947,RUN-001967,2026-02-11,Daily Incident Intake,Safety Logic,LOC-1047,Southeast,Facility Services,rollout_training_gap,medium,Field Safety Lead,3,closed,28.3,True
EXC-000948,RUN-001970,2026-02-11,Daily Incident Intake,Safety Logic,LOC-1017,Midwest,First Aid & Safety,missing_completion_date,high,Data Steward,10,closed,95.5,False
